component_id,lot_id,device_type,temperature_C,parameter_name,unit,value_0h,value_24h,value_96h,value_168h,outcome,failure_time_h,behavior_class_synthetic_only,data_source
C00433,L003,generic_semiconductor_v0,85,leakage_current,uA,17.012,16.55,34.363,65.643,fail,168,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00351,L002,generic_semiconductor_v0,125,leakage_current,uA,37.704,117.514,59.261,61.339,fail,24,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00356,L002,generic_semiconductor_v0,125,leakage_current,uA,24.705,30.03,44.694,57.584,fail,168,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00314,L002,generic_semiconductor_v0,125,leakage_current,uA,30.323,29.523,32.018,33.069,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00265,L002,generic_semiconductor_v0,85,leakage_current,uA,16.752,111.493,109.872,109.475,fail,24,sudden_spike,synthetic_draft_v0_pending_minitab_grounding
C00123,L001,generic_semiconductor_v0,125,leakage_current,uA,21.165,22.138,29.452,35.801,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00447,L003,generic_semiconductor_v0,85,leakage_current,uA,11.628,11.725,12.969,13.429,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00217,L002,generic_semiconductor_v0,25,leakage_current,uA,9.79,9.856,10.585,11.057,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00478,L003,generic_semiconductor_v0,85,leakage_current,uA,14.009,14.121,28.998,50.542,fail,168,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00460,L003,generic_semiconductor_v0,85,leakage_current,uA,19.526,19.034,91.375,22.636,fail,96,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00113,L001,generic_semiconductor_v0,85,leakage_current,uA,17.079,17.325,19.785,19.876,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00194,L002,generic_semiconductor_v0,25,leakage_current,uA,9.622,9.988,13.535,16.58,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00502,L003,generic_semiconductor_v0,125,leakage_current,uA,24.418,21.961,24.091,23.568,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00505,L003,generic_semiconductor_v0,125,leakage_current,uA,20.334,19.263,21.901,21.832,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00367,L003,generic_semiconductor_v0,25,leakage_current,uA,8.251,8.366,9.502,9.438,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00084,L001,generic_semiconductor_v0,85,leakage_current,uA,18.718,37.671,37.105,37.801,monitor,,stable_unusual,synthetic_draft_v0_pending_minitab_grounding
C00128,L001,generic_semiconductor_v0,125,leakage_current,uA,28.907,28.629,30.053,31.453,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00504,L003,generic_semiconductor_v0,125,leakage_current,uA,22.284,115.906,105.595,117.842,fail,24,sudden_spike,synthetic_draft_v0_pending_minitab_grounding
C00224,L002,generic_semiconductor_v0,25,leakage_current,uA,5.575,5.54,6.223,6.133,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00288,L002,generic_semiconductor_v0,85,leakage_current,uA,18.009,18.046,19.437,20.989,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00211,L002,generic_semiconductor_v0,25,leakage_current,uA,6.134,5.936,8.523,7.013,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00097,L001,generic_semiconductor_v0,85,leakage_current,uA,19.544,19.944,21.381,22.251,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00192,L002,generic_semiconductor_v0,25,leakage_current,uA,7.975,21.503,20.505,21.36,monitor,,stable_unusual,synthetic_draft_v0_pending_minitab_grounding
C00519,L003,generic_semiconductor_v0,125,leakage_current,uA,20.83,23.826,17.56,20.542,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00004,L001,generic_semiconductor_v0,25,leakage_current,uA,7.567,26.08,9.609,10.242,monitor,,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00119,L001,generic_semiconductor_v0,85,leakage_current,uA,16.335,16.383,17.17,19.312,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00425,L003,generic_semiconductor_v0,85,leakage_current,uA,16.212,16.378,17.037,18.642,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00509,L003,generic_semiconductor_v0,125,leakage_current,uA,25.239,26.501,25.839,28.956,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00221,L002,generic_semiconductor_v0,25,leakage_current,uA,9.708,9.915,9.819,10.431,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00463,L003,generic_semiconductor_v0,85,leakage_current,uA,12.57,10.526,13.195,13.291,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00154,L001,generic_semiconductor_v0,125,leakage_current,uA,25.211,28.909,39.896,56.567,fail,168,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00245,L002,generic_semiconductor_v0,85,leakage_current,uA,20.472,21.496,22.253,23.795,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00387,L003,generic_semiconductor_v0,25,leakage_current,uA,7.434,7.583,7.965,8.707,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00252,L002,generic_semiconductor_v0,85,leakage_current,uA,12.925,14.932,12.85,15.889,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00539,L003,generic_semiconductor_v0,125,leakage_current,uA,28.805,31.803,45.484,58.858,fail,168,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00005,L001,generic_semiconductor_v0,25,leakage_current,uA,6.736,6.827,7.541,8.237,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00518,L003,generic_semiconductor_v0,125,leakage_current,uA,24.863,83.788,34.187,27.793,fail,24,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00241,L002,generic_semiconductor_v0,85,leakage_current,uA,16.114,16.117,16.753,16.539,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00147,L001,generic_semiconductor_v0,125,leakage_current,uA,21.85,23.246,23.142,24.307,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00177,L001,generic_semiconductor_v0,125,leakage_current,uA,30.02,31.31,30.481,33.098,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00443,L003,generic_semiconductor_v0,85,leakage_current,uA,20.28,21.677,22.87,24.952,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00389,L003,generic_semiconductor_v0,25,leakage_current,uA,7.346,7.303,7.552,7.856,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00268,L002,generic_semiconductor_v0,85,leakage_current,uA,21.526,23.809,23.887,25.04,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00001,L001,generic_semiconductor_v0,25,leakage_current,uA,6.535,6.529,5.868,7.297,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00006,L001,generic_semiconductor_v0,25,leakage_current,uA,9.602,11.222,15.029,18.6,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00156,L001,generic_semiconductor_v0,125,leakage_current,uA,23.593,24.337,25.006,27.289,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00527,L003,generic_semiconductor_v0,125,leakage_current,uA,23.312,27.003,64.086,138.249,fail,96,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00134,L001,generic_semiconductor_v0,125,leakage_current,uA,17.991,21.304,29.668,40.846,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00492,L003,generic_semiconductor_v0,125,leakage_current,uA,34.047,32.086,207.219,208.253,fail,96,sudden_spike,synthetic_draft_v0_pending_minitab_grounding
C00188,L002,generic_semiconductor_v0,25,leakage_current,uA,6.47,6.529,7.376,7.348,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00158,L001,generic_semiconductor_v0,125,leakage_current,uA,27.216,29.362,69.007,141.114,fail,96,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00448,L003,generic_semiconductor_v0,85,leakage_current,uA,15.302,72.753,19.553,20.668,fail,24,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00046,L001,generic_semiconductor_v0,25,leakage_current,uA,10.402,10.634,11.219,12.058,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00117,L001,generic_semiconductor_v0,85,leakage_current,uA,10.428,10.79,10.671,11.621,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00428,L003,generic_semiconductor_v0,85,leakage_current,uA,15.689,15.759,16.382,16.764,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00247,L002,generic_semiconductor_v0,85,leakage_current,uA,12.969,14.311,21.188,27.955,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00178,L001,generic_semiconductor_v0,125,leakage_current,uA,20.944,21.448,22.685,24.574,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00453,L003,generic_semiconductor_v0,85,leakage_current,uA,19.996,18.846,21.537,23.742,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00274,L002,generic_semiconductor_v0,85,leakage_current,uA,19.409,19.504,20.732,22.673,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00417,L003,generic_semiconductor_v0,25,leakage_current,uA,7.173,7.76,15.806,28.344,investigate,,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00328,L002,generic_semiconductor_v0,125,leakage_current,uA,20.489,20.908,22.784,24.079,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00464,L003,generic_semiconductor_v0,85,leakage_current,uA,15.028,14.736,16.008,16.48,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00223,L002,generic_semiconductor_v0,25,leakage_current,uA,7.369,7.449,8.211,8.877,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00289,L002,generic_semiconductor_v0,85,leakage_current,uA,15.414,16.357,39.854,83.801,fail,168,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00326,L002,generic_semiconductor_v0,125,leakage_current,uA,20.013,21.494,24.07,23.142,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00479,L003,generic_semiconductor_v0,85,leakage_current,uA,15.6,15.636,16.619,17.866,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00324,L002,generic_semiconductor_v0,125,leakage_current,uA,27.161,27.742,30.475,32.759,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00513,L003,generic_semiconductor_v0,125,leakage_current,uA,27.645,28.735,30.288,30.492,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00306,L002,generic_semiconductor_v0,125,leakage_current,uA,23.321,24.228,24.421,26.873,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00303,L002,generic_semiconductor_v0,125,leakage_current,uA,22.854,21.567,24.938,26.032,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00091,L001,generic_semiconductor_v0,85,leakage_current,uA,23.534,25.189,25.547,27.185,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00434,L003,generic_semiconductor_v0,85,leakage_current,uA,15.805,16.194,16.874,17.106,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00358,L002,generic_semiconductor_v0,125,leakage_current,uA,20.823,19.744,23.59,25.792,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00070,L001,generic_semiconductor_v0,85,leakage_current,uA,14.732,18.078,21.607,27.914,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00501,L003,generic_semiconductor_v0,125,leakage_current,uA,21.39,21.892,22.82,22.413,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00469,L003,generic_semiconductor_v0,85,leakage_current,uA,20.479,23.26,29.066,39.14,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00140,L001,generic_semiconductor_v0,125,leakage_current,uA,28.018,28.607,57.867,99.047,fail,96,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00277,L002,generic_semiconductor_v0,85,leakage_current,uA,12.525,32.588,33.773,33.534,monitor,,stable_unusual,synthetic_draft_v0_pending_minitab_grounding
C00240,L002,generic_semiconductor_v0,25,leakage_current,uA,5.932,5.809,6.055,6.529,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00244,L002,generic_semiconductor_v0,85,leakage_current,uA,14.165,36.516,37.154,36.234,monitor,,stable_unusual,synthetic_draft_v0_pending_minitab_grounding
C00167,L001,generic_semiconductor_v0,125,leakage_current,uA,39.373,40.404,84.734,159.711,fail,96,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00183,L002,generic_semiconductor_v0,25,leakage_current,uA,10.544,10.61,11.675,12.64,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00340,L002,generic_semiconductor_v0,125,leakage_current,uA,26.948,26.537,28.012,28.655,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00018,L001,generic_semiconductor_v0,25,leakage_current,uA,8.093,19.315,20.09,19.843,monitor,,stable_unusual,synthetic_draft_v0_pending_minitab_grounding
C00015,L001,generic_semiconductor_v0,25,leakage_current,uA,9.365,36.329,14.894,12.908,monitor,,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00088,L001,generic_semiconductor_v0,85,leakage_current,uA,17.932,19.502,30.731,42.594,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00430,L003,generic_semiconductor_v0,85,leakage_current,uA,16.15,15.349,57.083,56.815,fail,96,sudden_spike,synthetic_draft_v0_pending_minitab_grounding
C00270,L002,generic_semiconductor_v0,85,leakage_current,uA,12.239,12.763,13.066,13.811,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00068,L001,generic_semiconductor_v0,85,leakage_current,uA,12.932,12.302,14.429,14.791,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00487,L003,generic_semiconductor_v0,125,leakage_current,uA,22.647,23.75,25.879,22.445,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00321,L002,generic_semiconductor_v0,125,leakage_current,uA,25.746,26.312,28.023,29.024,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00227,L002,generic_semiconductor_v0,25,leakage_current,uA,7.164,7.113,7.643,7.581,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00146,L001,generic_semiconductor_v0,125,leakage_current,uA,20.137,18.445,23.451,23.037,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00378,L003,generic_semiconductor_v0,25,leakage_current,uA,9.301,10.943,15.499,20.496,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00127,L001,generic_semiconductor_v0,125,leakage_current,uA,25.948,26.703,28.915,30.698,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00118,L001,generic_semiconductor_v0,85,leakage_current,uA,23.947,24.45,118.544,34.087,fail,96,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00159,L001,generic_semiconductor_v0,125,leakage_current,uA,30.643,30.765,33.379,35.472,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00200,L002,generic_semiconductor_v0,25,leakage_current,uA,8.318,8.311,8.093,8.936,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00454,L003,generic_semiconductor_v0,85,leakage_current,uA,15.22,15.697,17.509,14.813,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00336,L002,generic_semiconductor_v0,125,leakage_current,uA,26.103,26.271,29.018,27.36,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00044,L001,generic_semiconductor_v0,25,leakage_current,uA,7.376,16.427,16.447,16.228,monitor,,stable_unusual,synthetic_draft_v0_pending_minitab_grounding
C00080,L001,generic_semiconductor_v0,85,leakage_current,uA,16.171,16.632,16.892,17.55,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00317,L002,generic_semiconductor_v0,125,leakage_current,uA,28.919,77.104,78.924,78.028,fail,24,stable_unusual,synthetic_draft_v0_pending_minitab_grounding
C00135,L001,generic_semiconductor_v0,125,leakage_current,uA,31.16,30.719,35.158,36.275,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00054,L001,generic_semiconductor_v0,25,leakage_current,uA,10.895,10.707,10.957,11.941,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00043,L001,generic_semiconductor_v0,25,leakage_current,uA,6.614,6.962,7.001,7.432,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00392,L003,generic_semiconductor_v0,25,leakage_current,uA,7.437,7.483,8.063,8.402,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00269,L002,generic_semiconductor_v0,85,leakage_current,uA,13.991,14.381,14.718,15.472,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00529,L003,generic_semiconductor_v0,125,leakage_current,uA,17.888,18.448,20.086,21.126,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00395,L003,generic_semiconductor_v0,25,leakage_current,uA,8.587,9.007,9.716,9.9,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00014,L001,generic_semiconductor_v0,25,leakage_current,uA,11.181,10.931,36.841,39.267,investigate,,sudden_spike,synthetic_draft_v0_pending_minitab_grounding
C00028,L001,generic_semiconductor_v0,25,leakage_current,uA,6.566,6.631,6.345,7.008,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00281,L002,generic_semiconductor_v0,85,leakage_current,uA,15.08,15.42,16.138,15.697,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00243,L002,generic_semiconductor_v0,85,leakage_current,uA,13.431,15.546,22.518,29.366,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00450,L003,generic_semiconductor_v0,85,leakage_current,uA,15.318,15.108,16.08,18.185,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00033,L001,generic_semiconductor_v0,25,leakage_current,uA,9.406,9.652,10.441,11.366,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00049,L001,generic_semiconductor_v0,25,leakage_current,uA,8.419,36.038,37.637,34.617,investigate,,sudden_spike,synthetic_draft_v0_pending_minitab_grounding
C00053,L001,generic_semiconductor_v0,25,leakage_current,uA,7.714,8.242,8.103,9.198,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00534,L003,generic_semiconductor_v0,125,leakage_current,uA,24.411,30.545,25.919,28.797,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00491,L003,generic_semiconductor_v0,125,leakage_current,uA,17.19,17.919,19.787,19.766,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00108,L001,generic_semiconductor_v0,85,leakage_current,uA,15.292,15.809,15.681,16.948,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00041,L001,generic_semiconductor_v0,25,leakage_current,uA,5.702,6.744,11.127,22.24,investigate,,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00384,L003,generic_semiconductor_v0,25,leakage_current,uA,7.367,7.419,7.893,8.029,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00359,L002,generic_semiconductor_v0,125,leakage_current,uA,26.393,31.276,55.647,101.602,fail,96,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00381,L003,generic_semiconductor_v0,25,leakage_current,uA,5.973,6.834,8.514,11.538,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00482,L003,generic_semiconductor_v0,125,leakage_current,uA,21.364,20.974,51.948,94.531,fail,96,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00129,L001,generic_semiconductor_v0,125,leakage_current,uA,28.565,29.397,31.007,31.199,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00339,L002,generic_semiconductor_v0,125,leakage_current,uA,22.885,23.638,27.118,28.313,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00121,L001,generic_semiconductor_v0,125,leakage_current,uA,30.443,37.335,78.091,149.222,fail,96,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00373,L003,generic_semiconductor_v0,25,leakage_current,uA,7.919,8.155,8.359,9.233,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00065,L001,generic_semiconductor_v0,85,leakage_current,uA,14.015,13.942,14.78,16.625,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00012,L001,generic_semiconductor_v0,25,leakage_current,uA,9.125,10.481,12.662,15.212,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00438,L003,generic_semiconductor_v0,85,leakage_current,uA,17.063,16.794,19.216,20.776,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00095,L001,generic_semiconductor_v0,85,leakage_current,uA,19.778,19.12,20.34,20.287,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00086,L001,generic_semiconductor_v0,85,leakage_current,uA,14.075,15.134,16.108,14.963,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00212,L002,generic_semiconductor_v0,25,leakage_current,uA,6.819,14.462,15.011,14.415,monitor,,stable_unusual,synthetic_draft_v0_pending_minitab_grounding
C00231,L002,generic_semiconductor_v0,25,leakage_current,uA,8.214,10.029,25.048,55.832,fail,168,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00267,L002,generic_semiconductor_v0,85,leakage_current,uA,15.94,16.827,17.192,17.852,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00301,L002,generic_semiconductor_v0,125,leakage_current,uA,22.464,20.788,25.548,28.124,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00383,L003,generic_semiconductor_v0,25,leakage_current,uA,9.882,11.532,29.232,60.869,fail,168,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00186,L002,generic_semiconductor_v0,25,leakage_current,uA,6.883,6.765,7.26,7.489,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00481,L003,generic_semiconductor_v0,125,leakage_current,uA,20.673,21.643,22.53,21.727,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00442,L003,generic_semiconductor_v0,85,leakage_current,uA,11.058,12.891,15.635,20.576,monitor,,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00400,L003,generic_semiconductor_v0,25,leakage_current,uA,6.132,6.079,6.87,7.138,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00228,L002,generic_semiconductor_v0,25,leakage_current,uA,11.882,11.589,44.843,17.306,monitor,,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00455,L003,generic_semiconductor_v0,85,leakage_current,uA,11.191,10.408,14.172,11.431,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00139,L001,generic_semiconductor_v0,125,leakage_current,uA,23.085,21.033,28.312,23.424,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00203,L002,generic_semiconductor_v0,25,leakage_current,uA,10.508,10.659,11.29,12.401,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00331,L002,generic_semiconductor_v0,125,leakage_current,uA,28.338,28.965,29.571,31.186,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00310,L002,generic_semiconductor_v0,125,leakage_current,uA,21.029,22.002,23.048,23.629,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00137,L001,generic_semiconductor_v0,125,leakage_current,uA,35.036,33.979,39.186,41.337,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00531,L003,generic_semiconductor_v0,125,leakage_current,uA,25.035,27.072,26.66,28.728,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00150,L001,generic_semiconductor_v0,125,leakage_current,uA,32.406,33.347,36.009,37.869,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00335,L002,generic_semiconductor_v0,125,leakage_current,uA,23.854,24.618,24.692,26.008,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00163,L001,generic_semiconductor_v0,125,leakage_current,uA,28.092,29.322,30.052,30.937,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00322,L002,generic_semiconductor_v0,125,leakage_current,uA,26.427,24.696,27.618,28.352,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00234,L002,generic_semiconductor_v0,25,leakage_current,uA,7.143,7.215,7.552,8.402,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00352,L002,generic_semiconductor_v0,125,leakage_current,uA,19.64,20.346,20.963,21.196,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00166,L001,generic_semiconductor_v0,125,leakage_current,uA,20.471,20.445,21.024,22.152,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00082,L001,generic_semiconductor_v0,85,leakage_current,uA,15.643,15.333,16.658,16.353,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00074,L001,generic_semiconductor_v0,85,leakage_current,uA,16.902,16.777,17.617,17.561,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00415,L003,generic_semiconductor_v0,25,leakage_current,uA,7.678,7.478,6.955,8.558,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00432,L003,generic_semiconductor_v0,85,leakage_current,uA,19.539,19.848,19.498,19.398,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00346,L002,generic_semiconductor_v0,125,leakage_current,uA,23.114,23.049,25.164,27.043,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00172,L001,generic_semiconductor_v0,125,leakage_current,uA,20.928,24.296,37.359,50.459,fail,168,slow_drift,synthetic_draft_v0_pending_minitab_grounding
C00149,L001,generic_semiconductor_v0,125,leakage_current,uA,33.058,33.441,34.629,37.707,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00475,L003,generic_semiconductor_v0,85,leakage_current,uA,16.084,16.055,16.607,17.792,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00294,L002,generic_semiconductor_v0,85,leakage_current,uA,17.327,18.458,17.96,18.789,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00391,L003,generic_semiconductor_v0,25,leakage_current,uA,8.556,8.834,9.042,9.849,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00081,L001,generic_semiconductor_v0,85,leakage_current,uA,16.895,17.461,17.128,18.522,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00458,L003,generic_semiconductor_v0,85,leakage_current,uA,14.327,16.803,14.361,13.602,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00500,L003,generic_semiconductor_v0,125,leakage_current,uA,20.164,24.987,64.355,133.306,fail,96,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00523,L003,generic_semiconductor_v0,125,leakage_current,uA,24.81,77.238,28.708,34.322,fail,24,spike_recovery,synthetic_draft_v0_pending_minitab_grounding
C00333,L002,generic_semiconductor_v0,125,leakage_current,uA,20.152,20.489,44.688,84.365,fail,168,accelerating_drift,synthetic_draft_v0_pending_minitab_grounding
C00364,L003,generic_semiconductor_v0,25,leakage_current,uA,10.037,9.837,10.167,10.882,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00292,L002,generic_semiconductor_v0,85,leakage_current,uA,17.201,17.754,19.404,18.958,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
C00179,L001,generic_semiconductor_v0,125,leakage_current,uA,19.164,21.938,20.366,19.912,pass,,noisy_healthy,synthetic_draft_v0_pending_minitab_grounding
C00204,L002,generic_semiconductor_v0,25,leakage_current,uA,7.951,8.149,8.446,9.423,pass,,healthy,synthetic_draft_v0_pending_minitab_grounding
